,AGE BY EDUCATIONAL ATTAINMENT,,,,,,,,,,,,,,,,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Population 18 to 24 years,,,,,Population 25 years and over,,,,,,,,,,,White alone,,,"White alone, not Hispanic or Latino",,,Black alone,,,American Indian or Alaska Native alone,,,Asian alone,,,Native Hawaiian and Other Pacific Islander alone,,,Some other race alone,,,Two or more races,,,Hispanic or Latino Origin,,
Label,,,Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree or higher,,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,High school graduate or higher,Bachelor's degree or higher,,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher
Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),12.3%,34.7%,45.3%,7.6%,(X),3.9%,9.0%,30.9%,20.8%,9.0%,16.3%,10.0%,87.1%,26.3%,,(X),88.5%,28.5%,(X),89.1%,28.8%,(X),85.1%,19.2%,(X),78.9%,18.7%,(X),87.6%,55.9%,(X),N,N,(X),51.7%,10.8%,(X),86.2%,32.8%,(X),61.3%,16.4%
Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"274,299","25,881","79,743","129,503","39,172","2,184,585","58,905","130,855","641,179","475,336","195,168","407,205","275,937","1,994,825","683,142",,"1,825,701","1,678,324","584,256","1,781,490","1,642,438","570,880","246,696","219,598","54,226","9,232","7,797","1,155","47,224","41,083","27,796","2,081","1,627",402,"19,721","15,161","3,940","33,930","31,235","11,367","66,698","52,684","17,346"
,,"±2,926","±2,701","±4,812","±5,124","±2,990","±3,929","±3,960","±5,125","±12,177","±9,508","±6,787","±8,728","±8,151","±7,232","±11,847",,"±2,599","±6,409","±10,779","±1,440","±6,120","±10,725","±3,301","±3,786","±3,952","±1,441","±1,511",±559,"±2,367","±2,377","±2,173",±782,±603,±298,"±2,383","±1,980","±1,067","±3,349","±3,361","±1,717","±1,990","±2,221","±2,259"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),9.4%,29.1%,47.2%,14.3%,(X),2.7%,6.0%,29.4%,21.8%,8.9%,18.6%,12.6%,91.3%,31.3%,,(X),91.9%,32.0%,(X),92.2%,32.0%,(X),89.0%,22.0%,(X),84.5%,12.5%,(X),87.0%,58.9%,(X),78.2%,19.3%,(X),76.9%,20.0%,(X),92.1%,33.5%,(X),79.0%,26.0%
,,(X),±1.0,±1.8,±1.8,±1.1,(X),±0.2,±0.2,±0.6,±0.4,±0.3,±0.4,±0.4,±0.3,±0.5,,(X),±0.3,±0.6,(X),±0.3,±0.6,(X),±1.0,±1.6,(X),±6.7,±6.1,(X),±2.3,±3.6,(X),±20.2,±12.5,(X),±5.1,±5.7,(X),±2.6,±3.9,(X),±2.4,±3.2
Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"100,304","14,052","35,316","41,431","9,505","741,950","12,087","30,595","211,079","169,641","69,400","171,309","77,839","699,268","249,148",,"672,576","637,665","230,862","658,762","625,634","227,443","2,977","2,515","1,261","37,153","32,511","5,650","6,867","6,396","3,293",N,N,N,"5,369","4,196","1,481","16,804","15,849","6,601","22,102","18,714","5,923"
,,"±2,394","±2,443","±3,410","±3,736","±1,820","±2,690","±1,675","±2,719","±7,476","±5,614","±3,590","±5,235","±4,460","±4,253","±6,854",,"±2,224","±3,421","±6,216","±1,315","±3,053","±6,101",±930,±814,±649,"±2,157","±2,155","±1,058","±1,056","±1,073",±899,N,N,N,"±1,320","±1,279",±692,"±2,239","±2,293","±1,519","±1,565","±1,805","±1,316"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),14.0%,35.2%,41.3%,9.5%,(X),1.6%,4.1%,28.4%,22.9%,9.4%,23.1%,10.5%,94.2%,33.6%,,(X),94.8%,34.3%,(X),95.0%,34.5%,(X),84.5%,42.4%,(X),87.5%,15.2%,(X),93.1%,48.0%,(X),N,N,(X),78.2%,27.6%,(X),94.3%,39.3%,(X),84.7%,26.8%
,,(X),±2.4,±3.4,±3.6,±1.8,(X),±0.2,±0.4,±1.0,±0.7,±0.5,±0.7,±0.6,±0.4,±0.9,,(X),±0.5,±0.9,(X),±0.5,±0.9,(X),±12.8,±15.7,(X),±2.1,±2.9,(X),±5.1,±10.3,(X),N,N,(X),±11.7,±10.9,(X),±3.0,±6.4,(X),±5.3,±5.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"52,797","7,766","20,719","20,844","3,468","367,446","6,666","16,809","109,837","83,427","30,358","82,825","37,524","343,971","120,349",,"333,388","313,799","112,075","327,793","308,904","110,174","2,125","1,725",639,"18,520","16,060","2,137","2,428","2,314","1,260",N,N,N,"2,989","2,699","1,013","7,969","7,347","3,225","10,472","9,175","3,703"
,,"±1,720","±1,605","±2,398","±2,327","±1,072","±2,447","±1,250","±2,000","±5,560","±3,853","±2,746","±3,754","±3,112","±3,262","±4,625",,"±1,322","±2,407","±3,966",±844,"±2,264","±3,888",±774,±690,±526,"±1,537","±1,536",±607,±681,±679,±630,N,N,N,±801,±776,±600,"±1,492","±1,485","±1,162","±1,369","±1,303","±1,153"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),14.7%,39.2%,39.5%,6.6%,(X),1.8%,4.6%,29.9%,22.7%,8.3%,22.5%,10.2%,93.6%,32.8%,,(X),94.1%,33.6%,(X),94.2%,33.6%,(X),81.2%,30.1%,(X),86.7%,11.5%,(X),95.3%,51.9%,(X),N,N,(X),90.3%,33.9%,(X),92.2%,40.5%,(X),87.6%,35.4%
,,(X),±3.0,±4.3,±4.3,±2.0,(X),±0.3,±0.5,±1.5,±1.0,±0.7,±1.0,±0.8,±0.6,±1.2,,(X),±0.7,±1.2,(X),±0.7,±1.2,(X),±17.4,±19.1,(X),±2.7,±3.3,(X),±4.8,±17.7,(X),N,N,(X),±10.7,±15.9,(X),±4.5,±9.4,(X),±5.9,±8.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"47,507","6,286","14,597","20,587","6,037","374,504","5,421","13,786","101,242","86,214","39,042","88,484","40,315","355,297","128,799",,"339,188","323,866","118,787","330,969","316,730","117,269",852,790,622,"18,633","16,451","3,513","4,439","4,082","2,033",N,N,N,"2,380","1,497",468,"8,835","8,502","3,376","11,630","9,539","2,220"
,,"±1,704","±1,518","±2,120","±2,533","±1,473","±2,295","±1,097","±2,076","±4,712","±5,120","±2,713","±3,728","±2,597","±3,435","±4,252",,"±1,531","±2,469","±4,098",±786,"±2,065","±4,061",±433,±431,±416,"±1,354","±1,523",±817,±815,±848,±662,N,N,N,±811,±744,±299,"±1,650","±1,629","±1,038","±1,462","±1,535",±685
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),13.2%,30.7%,43.3%,12.7%,(X),1.4%,3.7%,27.0%,23.0%,10.4%,23.6%,10.8%,94.9%,34.4%,,(X),95.5%,35.0%,(X),95.7%,35.4%,(X),92.7%,73.0%,(X),88.3%,18.9%,(X),92.0%,45.8%,(X),N,N,(X),62.9%,19.7%,(X),96.2%,38.2%,(X),82.0%,19.1%
,,(X),±3.1,±4.6,±5.1,±3.0,(X),±0.3,±0.6,±1.3,±1.3,±0.7,±1.0,±0.7,±0.6,±1.1,,(X),±0.6,±1.2,(X),±0.6,±1.2,(X),±13.5,±25.3,(X),±3.4,±4.2,(X),±7.4,±12.5,(X),N,N,(X),±20.3,±11.7,(X),±3.7,±9.4,(X),±6.8,±5.2
Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"187,542","17,267","54,485","88,816","26,974","1,271,770","43,627","57,645","326,389","280,333","141,189","277,159","145,428","1,170,498","422,587",,"1,130,659","1,057,326","387,792","1,055,888","1,010,407","377,210","54,590","46,584","11,824","10,910","9,098","1,161","30,283","23,469","14,277",N,N,N,"26,006","15,784","1,994","18,136","17,197","5,518","106,780","67,527","14,344"
,,"±2,376","±2,069","±3,620","±3,662","±2,536","±2,860","±3,361","±3,461","±6,936","±6,271","±5,378","±6,885","±5,339","±5,484","±8,468",,"±3,441","±4,711","±7,907","±1,395","±3,208","±7,658","±1,877","±2,012","±2,062","±1,297","±1,311",±410,"±1,240","±1,505","±1,513",N,N,N,"±2,971","±2,325",±746,"±2,558","±2,493","±1,166","±2,032","±3,341","±1,885"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),9.2%,29.1%,47.4%,14.4%,(X),3.4%,4.5%,25.7%,22.0%,11.1%,21.8%,11.4%,92.0%,33.2%,,(X),93.5%,34.3%,(X),95.7%,35.7%,(X),85.3%,21.7%,(X),83.4%,10.6%,(X),77.5%,47.1%,(X),N,N,(X),60.7%,7.7%,(X),94.8%,30.4%,(X),63.2%,13.4%
,,(X),±1.1,±1.9,±1.9,±1.4,(X),±0.3,±0.3,±0.5,±0.5,±0.4,±0.5,±0.4,±0.4,±0.7,,(X),±0.3,±0.7,(X),±0.3,±0.7,(X),±2.9,±3.6,(X),±6.9,±3.4,(X),±3.9,±4.8,(X),N,N,(X),±6.9,±3.0,(X),±2.1,±4.9,(X),±2.8,±1.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"97,507","10,799","32,863","43,495","10,350","624,305","22,385","31,517","167,659","134,082","71,378","130,034","67,250","570,403","197,284",,"552,916","512,635","180,111","515,052","490,391","175,493","27,198","24,326","6,397","4,850","4,112",278,"14,416","11,093","6,572",N,N,N,"14,968","8,712","1,166","9,517","9,097","2,760","55,913","33,515","7,022"
,,"±1,488","±1,560","±2,921","±2,724","±1,797","±2,241","±2,010","±2,554","±4,854","±4,245","±3,786","±4,404","±3,296","±3,411","±4,895",,"±2,296","±2,960","±4,910",±804,"±2,261","±4,751","±1,422","±1,192","±1,331",±947,±950,±225,±978,"±1,053","±1,012",N,N,N,"±1,955","±1,503",±676,"±1,420","±1,397",±762,"±1,676","±2,155","±1,345"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),11.1%,33.7%,44.6%,10.6%,(X),3.6%,5.0%,26.9%,21.5%,11.4%,20.8%,10.8%,91.4%,31.6%,,(X),92.7%,32.6%,(X),95.2%,34.1%,(X),89.4%,23.5%,(X),84.8%,5.7%,(X),76.9%,45.6%,(X),N,N,(X),58.2%,7.8%,(X),95.6%,29.0%,(X),59.9%,12.6%
,,(X),±1.6,±2.9,±2.8,±1.8,(X),±0.3,±0.4,±0.8,±0.7,±0.6,±0.7,±0.5,±0.5,±0.8,,(X),±0.5,±0.9,(X),±0.4,±0.9,(X),±2.9,±4.7,(X),±8.3,±4.5,(X),±5.7,±7.2,(X),N,N,(X),±7.4,±4.5,(X),±2.4,±6.5,(X),±3.5,±2.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"90,035","6,468","21,622","45,321","16,624","647,465","21,242","26,128","158,730","146,251","69,811","147,125","78,178","600,095","225,303",,"577,743","544,691","207,681","540,836","520,016","201,717","27,392","22,258","5,427","6,060","4,986",883,"15,867","12,376","7,705",N,N,N,"11,038","7,072",828,"8,619","8,100","2,758","50,867","34,012","7,322"
,,"±1,926","±1,287","±2,071","±2,160","±1,982","±2,307","±2,311","±2,641","±4,697","±4,558","±3,571","±5,303","±3,153","±4,196","±6,047",,"±2,228","±3,265","±5,490","±1,031","±2,304","±5,546","±1,331","±1,462","±1,411",±918,±859,±376,±771,"±1,039","±1,032",N,N,N,"±1,500","±1,338",±394,"±1,700","±1,628",±827,"±1,482","±2,240","±1,307"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),7.2%,24.0%,50.3%,18.5%,(X),3.3%,4.0%,24.5%,22.6%,10.8%,22.7%,12.1%,92.7%,34.8%,,(X),94.3%,35.9%,(X),96.2%,37.3%,(X),81.3%,19.8%,(X),82.3%,14.6%,(X),78.0%,48.6%,(X),N,N,(X),64.1%,7.5%,(X),94.0%,32.0%,(X),66.9%,14.4%
,,(X),±1.4,±2.2,±2.4,±2.1,(X),±0.4,±0.4,±0.7,±0.7,±0.6,±0.8,±0.5,±0.5,±0.9,,(X),±0.5,±0.9,(X),±0.4,±1.0,(X),±4.6,±5.0,(X),±8.1,±5.7,(X),±5.1,±6.1,(X),N,N,(X),±8.7,±3.6,(X),±3.3,±6.9,(X),±3.7,±2.5
Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"252,953","34,329","106,726","95,359","16,539","2,136,466","109,903","171,012","593,417","525,746","187,469","355,837","193,082","1,855,551","548,919",,"1,444,872","1,287,813","388,130","1,148,711","1,082,331","353,173","192,799","174,202","35,014","28,056","21,275","4,156","198,870","180,395","85,411","14,368","12,640","2,810","190,619","119,616","16,728","66,882","59,610","16,670","512,330","343,491","54,473"
,,"±2,626","±3,359","±4,761","±4,659","±2,051","±2,821","±5,636","±9,033","±13,148","±12,005","±7,581","±8,906","±7,333","±10,310","±11,029",,"±10,524","±10,582","±10,021","±2,655","±5,256","±9,339","±2,982","±3,801","±3,858","±2,625","±1,972",±880,"±3,813","±4,427","±4,512","±1,326","±1,231",±717,"±9,393","±7,165","±2,322","±4,886","±4,442","±2,200","±1,125","±7,634","±4,647"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),13.6%,42.2%,37.7%,6.5%,(X),5.1%,8.0%,27.8%,24.6%,8.8%,16.7%,9.0%,86.9%,25.7%,,(X),89.1%,26.9%,(X),94.2%,30.7%,(X),90.4%,18.2%,(X),75.8%,14.8%,(X),90.7%,42.9%,(X),88.0%,19.6%,(X),62.8%,8.8%,(X),89.1%,24.9%,(X),67.0%,10.6%
,,(X),±1.3,±1.9,±1.8,±0.8,(X),±0.3,±0.4,±0.6,±0.6,±0.4,±0.4,±0.3,±0.5,±0.5,,(X),±0.6,±0.7,(X),±0.4,±0.8,(X),±1.2,±1.9,(X),±4.3,±3.1,(X),±1.3,±2.0,(X),±4.6,±4.9,(X),±2.3,±1.2,(X),±2.3,±3.0,(X),±1.5,±0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"130,356","20,158","59,677","44,059","6,462","1,061,616","53,331","86,608","303,515","267,456","87,320","167,519","95,867","921,677","263,386",,"730,552","652,119","194,572","584,023","548,153","177,943","93,789","84,734","14,014","14,127","11,064","2,353","86,545","78,914","36,809","6,806","6,090","1,260","98,845","62,076","7,419","30,952","26,680","6,959","258,821","175,252","25,059"
,,"±1,535","±2,353","±3,500","±2,914","±1,431","±2,117","±3,864","±5,662","±8,324","±8,140","±5,074","±6,572","±5,128","±6,803","±7,305",,"±6,258","±6,504","±7,121","±1,693","±3,960","±6,714","±1,958","±2,708","±1,935","±1,758","±1,499",±730,"±2,153","±2,592","±2,964",±663,±641,±567,"±5,856","±4,895","±1,752","±3,101","±2,770","±1,205","±1,075","±4,956","±3,011"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),15.5%,45.8%,33.8%,5.0%,(X),5.0%,8.2%,28.6%,25.2%,8.2%,15.8%,9.0%,86.8%,24.8%,,(X),89.3%,26.6%,(X),93.9%,30.5%,(X),90.3%,14.9%,(X),78.3%,16.7%,(X),91.2%,42.5%,(X),89.5%,18.5%,(X),62.8%,7.5%,(X),86.2%,22.5%,(X),67.7%,9.7%
,,(X),±1.8,±2.6,±2.2,±1.1,(X),±0.4,±0.5,±0.8,±0.8,±0.5,±0.6,±0.5,±0.6,±0.7,,(X),±0.6,±1.0,(X),±0.6,±1.2,(X),±2.2,±2.0,(X),±5.5,±4.7,(X),±1.9,±3.2,(X),±5.5,±8.3,(X),±2.9,±1.7,(X),±3.6,±3.6,(X),±1.9,±1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"122,597","14,171","47,049","51,300","10,077","1,074,850","56,572","84,404","289,902","258,290","100,149","188,318","97,215","933,874","285,533",,"714,320","635,694","193,558","564,688","534,178","175,230","99,010","89,468","21,000","13,929","10,211","1,803","112,325","101,481","48,602","7,562","6,550","1,550","91,774","57,540","9,309","35,930","32,930","9,711","253,509","168,239","29,414"
,,"±1,810","±2,297","±2,967","±3,356","±1,493","±2,045","±3,609","±5,591","±8,519","±8,468","±5,480","±5,908","±4,808","±6,599","±7,069",,"±5,491","±5,587","±5,615","±1,730","±2,948","±5,459","±1,820","±2,440","±2,587","±1,623","±1,328",±467,"±2,628","±2,952","±2,732","±1,046","±1,031",±640,"±4,787","±4,297","±1,491","±3,253","±3,133","±1,723",±917,"±4,704","±3,194"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),11.6%,38.4%,41.8%,8.2%,(X),5.3%,7.9%,27.0%,24.0%,9.3%,17.5%,9.0%,86.9%,26.6%,,(X),89.0%,27.1%,(X),94.6%,31.0%,(X),90.4%,21.2%,(X),73.3%,12.9%,(X),90.3%,43.3%,(X),86.6%,20.5%,(X),62.7%,10.1%,(X),91.7%,27.0%,(X),66.4%,11.6%
,,(X),±1.8,±2.5,±2.6,±1.2,(X),±0.3,±0.5,±0.8,±0.8,±0.5,±0.5,±0.4,±0.6,±0.7,,(X),±0.7,±0.8,(X),±0.5,±1.0,(X),±1.6,±2.5,(X),±5.8,±3.6,(X),±1.5,±2.3,(X),±7.9,±8.5,(X),±3.5,±1.7,(X),±2.9,±4.3,(X),±1.8,±1.3
New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"123,941","14,015","39,725","54,770","15,431","979,750","19,331","46,341","275,105","174,078","96,658","224,636","143,601","914,078","368,237",,"919,746","860,623","340,736","897,818","843,448","335,269","13,726","11,797","5,071",N,N,N,"25,955","23,775","16,719",N,N,N,"5,977","5,146","1,088","12,804","11,371","4,104","29,638","23,318","7,396"
,,"±1,571","±1,941","±3,043","±3,529","±2,250","±2,122","±2,338","±3,854","±8,929","±6,431","±5,354","±6,793","±6,537","±4,447","±7,860",,"±2,151","±4,544","±7,274",±766,"±4,215","±7,137","±1,186","±1,306","±1,176",N,N,N,"±1,975","±2,060","±2,324",N,N,N,"±1,889","±1,679",±648,"±2,125","±1,910","±1,132",±988,"±1,611","±1,439"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),11.3%,32.1%,44.2%,12.5%,(X),2.0%,4.7%,28.1%,17.8%,9.9%,22.9%,14.7%,93.3%,37.6%,,(X),93.6%,37.0%,(X),93.9%,37.3%,(X),85.9%,36.9%,(X),N,N,(X),91.6%,64.4%,(X),N,N,(X),86.1%,18.2%,(X),88.8%,32.1%,(X),78.7%,25.0%
,,(X),±1.6,±2.4,±2.8,±1.8,(X),±0.2,±0.4,±0.9,±0.7,±0.5,±0.7,±0.7,±0.4,±0.8,,(X),±0.5,±0.8,(X),±0.4,±0.8,(X),±5.2,±7.7,(X),N,N,(X),±3.6,±7.3,(X),N,N,(X),±8.7,±10.5,(X),±4.6,±6.9,(X),±4.1,±4.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"63,146","7,545","22,518","24,856","8,227","479,211","9,928","27,571","144,178","83,519","42,564","107,286","64,165","441,712","171,451",,"448,998","413,607","157,423","438,016","405,523","154,792","7,862","7,043","2,960",N,N,N,"11,921","11,294","8,019",N,N,N,"3,569","3,176",809,"6,105","5,862","2,062","15,316","11,601","3,796"
,,"±1,115","±1,590","±2,461","±2,511","±1,747","±1,867","±1,668","±2,596","±5,400","±4,397","±3,284","±5,053","±3,616","±3,231","±4,613",,"±1,499","±2,765","±4,260",±409,"±2,446","±4,113","±1,121","±1,004",±693,N,N,N,"±1,024","±1,082","±1,416",N,N,N,"±1,104","±1,061",±553,"±1,223","±1,219",±674,"±1,035","±1,182",±988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),11.9%,35.7%,39.4%,13.0%,(X),2.1%,5.8%,30.1%,17.4%,8.9%,22.4%,13.4%,92.2%,35.8%,,(X),92.1%,35.1%,(X),92.6%,35.3%,(X),89.6%,37.6%,(X),N,N,(X),94.7%,67.3%,(X),N,N,(X),89.0%,22.7%,(X),96.0%,33.8%,(X),75.7%,24.8%
,,(X),±2.5,±3.8,±3.9,±2.8,(X),±0.3,±0.5,±1.1,±0.9,±0.7,±1.0,±0.8,±0.6,±1.0,,(X),±0.6,±1.0,(X),±0.5,±0.9,(X),±6.8,±8.6,(X),N,N,(X),±3.4,±9.9,(X),N,N,(X),±9.5,±15.6,(X),±4.0,±10.2,(X),±5.2,±6.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"60,795","6,470","17,207","29,914","7,204","500,539","9,403","18,770","130,927","90,559","54,094","117,350","79,436","472,366","196,786",,"470,748","447,016","183,313","459,802","437,925","180,477","5,864","4,754","2,111",N,N,N,"14,034","12,481","8,700",N,N,N,"2,408","1,970",279,"6,699","5,509","2,042","14,322","11,717","3,600"
,,"±1,138","±1,300","±1,742","±2,116","±1,417","±1,900","±1,331","±2,512","±5,713","±4,642","±3,689","±4,910","±4,637","±2,888","±5,916",,"±1,321","±2,947","±5,607",±609,"±2,739","±5,567",±994,±889,±847,N,N,N,"±1,406","±1,413","±1,294",N,N,N,±981,±832,±379,"±1,656","±1,411",±918,±982,"±1,270","±1,038"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),10.6%,28.3%,49.2%,11.8%,(X),1.9%,3.7%,26.2%,18.1%,10.8%,23.4%,15.9%,94.4%,39.3%,,(X),95.0%,38.9%,(X),95.2%,39.3%,(X),81.1%,36.0%,(X),N,N,(X),88.9%,62.0%,(X),N,N,(X),81.8%,11.6%,(X),82.2%,30.5%,(X),81.8%,25.1%
,,(X),±2.1,±2.8,±3.6,±2.3,(X),±0.3,±0.5,±1.1,±0.9,±0.7,±1.0,±0.9,±0.5,±1.2,,(X),±0.5,±1.2,(X),±0.6,±1.2,(X),±10.0,±12.3,(X),N,N,(X),±4.8,±6.6,(X),N,N,(X),±11.2,±15.0,(X),±8.5,±11.8,(X),±5.9,±6.3
New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"752,937","71,642","220,673","320,043","140,579","6,191,229","287,999","311,620","1,666,321","974,540","398,984","1,555,781","995,984","5,591,610","2,551,765",,"4,294,038","3,949,218","1,804,380","3,577,879","3,393,134","1,638,808","813,816","722,452","206,177","12,055","9,120","3,429","613,693","570,119","439,356",N,N,N,"342,229","237,662","52,819","112,926","100,948","44,807","1,134,354","855,163","238,863"
,,"±3,052","±4,654","±8,569","±8,839","±5,979","±3,082","±9,852","±11,525","±22,324","±14,703","±11,321","±19,254","±16,607","±14,043","±22,914",,"±13,453","±14,215","±18,386","±2,166","±6,910","±15,990","±6,954","±7,724","±8,597","±2,593","±1,662",±858,"±4,618","±5,894","±7,512",N,N,N,"±13,504","±10,577","±5,139","±7,469","±6,869","±4,373",±689,"±9,654","±9,043"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),9.5%,29.3%,42.5%,18.7%,(X),4.7%,5.0%,26.9%,15.7%,6.4%,25.1%,16.1%,90.3%,41.2%,,(X),92.0%,42.0%,(X),94.8%,45.8%,(X),88.8%,25.3%,(X),75.7%,28.4%,(X),92.9%,71.6%,(X),N,N,(X),69.4%,15.4%,(X),89.4%,39.7%,(X),75.4%,21.1%
,,(X),±0.6,±1.1,±1.2,±0.8,(X),±0.2,±0.2,±0.4,±0.2,±0.2,±0.3,±0.3,±0.2,±0.4,,(X),±0.2,±0.4,(X),±0.2,±0.4,(X),±0.6,±1.0,(X),±12.9,±7.4,(X),±0.7,±1.2,(X),N,N,(X),±1.8,±1.4,(X),±1.8,±3.0,(X),±0.9,±0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"384,941","40,707","127,169","156,992","60,073","2,966,074","140,880","158,039","804,887","483,983","164,457","726,690","487,138","2,667,155","1,213,828",,"2,069,760","1,894,372","870,563","1,715,597","1,624,371","797,242","370,821","325,638","82,963","7,277","5,517","1,689","292,281","275,659","216,056",N,N,N,"170,018","116,476","21,436","54,431","48,102","20,465","561,602","416,597","102,688"
,,"±2,096","±3,327","±6,057","±5,924","±4,250","±2,271","±6,840","±7,605","±15,148","±9,581","±7,810","±11,991","±11,456","±9,533","±14,621",,"±8,734","±9,677","±11,891","±1,284","±4,718","±10,634","±4,348","±5,959","±5,259","±1,855","±1,280",±711,"±2,619","±3,216","±4,459",N,N,N,"±8,386","±6,551","±2,754","±4,624","±4,397","±2,510",±750,"±6,203","±5,786"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),10.6%,33.0%,40.8%,15.6%,(X),4.7%,5.3%,27.1%,16.3%,5.5%,24.5%,16.4%,89.9%,40.9%,,(X),91.5%,42.1%,(X),94.7%,46.5%,(X),87.8%,22.4%,(X),75.8%,23.2%,(X),94.3%,73.9%,(X),N,N,(X),68.5%,12.6%,(X),88.4%,37.6%,(X),74.2%,18.3%
,,(X),±0.9,±1.5,±1.6,±1.1,(X),±0.2,±0.3,±0.5,±0.3,±0.3,±0.4,±0.4,±0.3,±0.5,,(X),±0.4,±0.6,(X),±0.3,±0.6,(X),±1.0,±1.4,(X),±13.5,±9.6,(X),±0.7,±1.4,(X),N,N,(X),±2.6,±1.5,(X),±2.6,±3.3,(X),±1.1,±1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
