,AGE BY EDUCATIONAL ATTAINMENT,,,,,,,,,,,,,,,,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Population 18 to 24 years,,,,,Population 25 years and over,,,,,,,,,,,White alone,,,"White alone, not Hispanic or Latino",,,Black alone,,,American Indian or Alaska Native alone,,,Asian alone,,,Native Hawaiian and Other Pacific Islander alone,,,Some other race alone,,,Two or more races,,,Hispanic or Latino Origin,,
Label,,,Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree or higher,,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,High school graduate or higher,Bachelor's degree or higher,,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher,,High school graduate or higher,Bachelor's degree or higher
Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),12.3%,34.7%,45.3%,7.6%,(X),3.9%,9.0%,30.9%,20.8%,9.0%,16.3%,10.0%,87.1%,26.3%,,(X),88.5%,28.5%,(X),89.1%,28.8%,(X),85.1%,19.2%,(X),78.9%,18.7%,(X),87.6%,55.9%,(X),N,N,(X),51.7%,10.8%,(X),86.2%,32.8%,(X),61.3%,16.4%
Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1,791,198","154,089","503,565","889,745","243,799","13,729,048","1,234,820","925,080","2,700,766","2,833,037","1,166,825","3,083,392","1,785,128","11,569,148","4,868,520",,"8,325,278","7,217,305","2,967,546","5,585,956","5,336,164","2,499,478","800,916","734,754","229,939","110,296","87,891","20,361","2,356,500","2,056,878","1,258,305","54,939","47,438","11,123","1,612,741","1,007,421","203,802","468,378","417,461","177,444","4,589,095","3,078,176","723,947"
,,"±3,654","±9,117","±12,247","±13,743","±8,208","±5,290","±17,843","±16,733","±30,563","±26,964","±17,645","±27,223","±19,939","±23,654","±27,963",,"±20,485","±20,229","±21,717","±2,817","±8,006","±17,341","±7,151","±7,830","±8,798","±5,463","±4,941","±2,392","±8,132","±11,357","±13,242","±2,413","±2,478","±1,788","±21,103","±16,654","±8,626","±12,862","±11,638","±7,755","±1,527","±20,881","±15,620"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),8.6%,28.1%,49.7%,13.6%,(X),9.0%,6.7%,19.7%,20.6%,8.5%,22.5%,13.0%,84.3%,35.5%,,(X),86.7%,35.6%,(X),95.5%,44.7%,(X),91.7%,28.7%,(X),79.7%,18.5%,(X),87.3%,53.4%,(X),86.3%,20.2%,(X),62.5%,12.6%,(X),89.1%,37.9%,(X),67.1%,15.8%
,,(X),±0.5,±0.7,±0.8,±0.5,(X),±0.1,±0.1,±0.2,±0.2,±0.1,±0.2,±0.1,±0.2,±0.2,,(X),±0.2,±0.3,(X),±0.1,±0.3,(X),±0.6,±1.1,(X),±2.2,±2.2,(X),±0.4,±0.5,(X),±2.7,±3.2,(X),±0.7,±0.5,(X),±0.8,±1.3,(X),±0.4,±0.3
Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"527,473","65,561","167,955","221,559","72,398","3,974,943","127,702","174,518","836,590","805,570","334,961","1,057,825","637,777","3,672,723","1,695,602",,"3,406,342","3,181,041","1,509,967","2,877,914","2,784,448","1,410,277","155,881","143,961","43,077","38,549","32,408","8,479","134,942","121,513","72,037","5,685","3,442",962,"128,870","94,591","20,622","104,674","95,767","40,458","712,267","535,637","131,731"
,,"±4,418","±5,016","±6,821","±7,050","±3,911","±4,753","±7,439","±7,722","±15,606","±14,231","±9,716","±13,377","±11,806","±12,373","±18,297",,"±9,216","±12,422","±16,472","±2,544","±6,462","±14,387","±3,744","±4,293","±4,273","±3,797","±3,299","±1,564","±3,870","±4,331","±4,089","±1,558","±1,170",±654,"±8,421","±7,404","±2,600","±5,264","±4,781","±3,690","±2,277","±8,371","±6,264"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),12.4%,31.8%,42.0%,13.7%,(X),3.2%,4.4%,21.0%,20.3%,8.4%,26.6%,16.0%,92.4%,42.7%,,(X),93.4%,44.3%,(X),96.8%,49.0%,(X),92.4%,27.6%,(X),84.1%,22.0%,(X),90.0%,53.4%,(X),60.5%,16.9%,(X),73.4%,16.0%,(X),91.5%,38.7%,(X),75.2%,18.5%
,,(X),±0.9,±1.3,±1.3,±0.7,(X),±0.2,±0.2,±0.4,±0.4,±0.2,±0.3,±0.3,±0.3,±0.5,,(X),±0.3,±0.5,(X),±0.2,±0.5,(X),±1.2,±2.6,(X),±3.7,±3.5,(X),±1.5,±2.4,(X),±18.3,±12.1,(X),±3.1,±1.8,(X),±1.8,±3.1,(X),±1.1,±0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"276,668","38,826","92,935","114,486","30,421","1,982,756","66,925","90,936","438,996","406,110","150,857","519,763","309,169","1,824,895","828,932",,"1,696,765","1,578,697","738,886","1,430,953","1,381,447","692,493","85,124","80,058","24,601","19,532","15,934","3,908","60,637","55,202","33,105","3,313","1,540",536,"68,706","49,310","9,883","48,679","44,154","18,013","360,452","266,986","61,219"
,,"±2,739","±3,957","±5,232","±5,167","±3,072","±3,834","±5,833","±4,923","±10,930","±9,219","±6,775","±9,019","±7,690","±8,947","±10,333",,"±5,829","±8,323","±9,480","±1,744","±3,704","±8,125","±2,873","±3,243","±3,056","±2,780","±2,462",±847,"±2,245","±2,577","±2,238",±978,±723,±543,"±5,092","±4,709","±2,062","±3,896","±3,738","±2,470","±2,008","±5,998","±4,238"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),14.0%,33.6%,41.4%,11.0%,(X),3.4%,4.6%,22.1%,20.5%,7.6%,26.2%,15.6%,92.0%,41.8%,,(X),93.0%,43.5%,(X),96.5%,48.4%,(X),94.0%,28.9%,(X),81.6%,20.0%,(X),91.0%,54.6%,(X),46.5%,16.2%,(X),71.8%,14.4%,(X),90.7%,37.0%,(X),74.1%,17.0%
,,(X),±1.4,±1.8,±1.9,±1.1,(X),±0.3,±0.2,±0.5,±0.5,±0.3,±0.5,±0.4,±0.4,±0.5,,(X),±0.4,±0.5,(X),±0.3,±0.6,(X),±1.6,±3.4,(X),±5.1,±4.2,(X),±2.1,±3.4,(X),±22.6,±15.6,(X),±3.8,±2.7,(X),±2.5,±4.4,(X),±1.6,±1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"250,805","26,735","75,020","107,073","41,977","1,992,187","60,777","83,582","397,594","399,460","184,104","538,062","328,608","1,847,828","866,670",,"1,709,577","1,602,344","771,081","1,446,961","1,403,001","717,784","70,757","63,903","18,476","19,017","16,474","4,571","74,305","66,311","38,932","2,372","1,902",426,"60,164","45,281","10,739","55,995","51,613","22,445","351,815","268,651","70,512"
,,"±2,806","±2,670","±4,020","±4,667","±2,737","±3,691","±4,278","±5,278","±8,701","±9,091","±7,435","±9,273","±8,134","±7,883","±11,539",,"±5,076","±7,138","±10,935","±1,480","±4,471","±10,000","±2,098","±2,295","±2,612","±2,522","±2,278","±1,235","±2,774","±2,918","±2,789",±944,±848,±364,"±4,970","±4,533","±1,616","±3,697","±3,693","±2,283","±1,786","±5,367","±4,418"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),10.7%,29.9%,42.7%,16.7%,(X),3.1%,4.2%,20.0%,20.1%,9.2%,27.0%,16.5%,92.8%,43.5%,,(X),93.7%,45.1%,(X),97.0%,49.6%,(X),90.3%,26.1%,(X),86.6%,24.0%,(X),89.2%,52.4%,(X),80.2%,18.0%,(X),75.3%,17.8%,(X),92.2%,40.1%,(X),76.4%,20.0%
,,(X),±1.0,±1.6,±1.8,±1.1,(X),±0.2,±0.3,±0.4,±0.5,±0.4,±0.4,±0.4,±0.3,±0.6,,(X),±0.3,±0.7,(X),±0.3,±0.7,(X),±1.8,±3.7,(X),±5.1,±5.4,(X),±1.8,±3.0,(X),±14.9,±15.9,(X),±3.9,±2.5,(X),±2.3,±3.7,(X),±1.5,±1.2
Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"341,435","35,160","102,175","147,669","56,431","2,496,420","99,132","132,707","668,361","410,972","190,700","549,166","445,382","2,264,581","994,548",,"1,939,577","1,800,982","826,768","1,748,083","1,654,393","784,887","257,234","222,119","55,909","5,100","4,604","1,260","114,306","103,593","74,596",N,N,N,"121,383","83,995","17,384","58,085","48,608","18,003","347,589","256,913","61,954"
,,"±1,930","±3,727","±5,765","±5,786","±3,774","±2,195","±5,086","±7,217","±14,846","±10,318","±7,595","±11,543","±10,652","±9,353","±12,964",,"±8,480","±9,789","±11,125","±1,787","±5,220","±10,311","±4,252","±4,763","±4,639","±1,199","±1,145",±573,"±2,024","±2,841","±3,742",N,N,N,"±8,291","±6,952","±2,672","±4,686","±4,388","±2,222","±1,041","±5,346","±4,787"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),10.3%,29.9%,43.2%,16.5%,(X),4.0%,5.3%,26.8%,16.5%,7.6%,22.0%,17.8%,90.7%,39.8%,,(X),92.9%,42.6%,(X),94.6%,44.9%,(X),86.3%,21.7%,(X),90.3%,24.7%,(X),90.6%,65.3%,(X),N,N,(X),69.2%,14.3%,(X),83.7%,31.0%,(X),73.9%,17.8%
,,(X),±1.1,±1.7,±1.7,±1.1,(X),±0.2,±0.3,±0.6,±0.4,±0.3,±0.5,±0.4,±0.4,±0.5,,(X),±0.4,±0.6,(X),±0.3,±0.6,(X),±1.3,±1.7,(X),±4.9,±9.8,(X),±2.1,±3.2,(X),N,N,(X),±3.3,±2.3,(X),±3.2,±3.4,(X),±1.5,±1.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"175,253","22,564","57,891","73,343","21,455","1,195,271","50,027","70,183","329,406","198,237","80,368","261,219","205,831","1,075,061","467,050",,"929,876","857,954","390,079","837,261","789,065","371,361","119,863","100,239","23,842","2,455","2,279",369,"53,922","49,737","35,814",N,N,N,"59,628","40,422","7,872","29,314","24,217","8,902","169,480","122,279","27,897"
,,"±1,484","±2,771","±3,840","±3,765","±2,687","±2,238","±3,153","±4,974","±9,230","±6,153","±4,576","±6,395","±6,460","±5,886","±7,266",,"±4,708","±6,483","±6,589",±991,"±4,211","±6,344","±2,629","±3,279","±3,055",±846,±801,±268,"±1,378","±1,753","±2,508",N,N,N,"±4,790","±4,295","±1,730","±2,819","±2,538","±1,672",±918,"±3,776","±3,096"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),12.9%,33.0%,41.8%,12.2%,(X),4.2%,5.9%,27.6%,16.6%,6.7%,21.9%,17.2%,89.9%,39.1%,,(X),92.3%,41.9%,(X),94.2%,44.4%,(X),83.6%,19.9%,(X),92.8%,15.0%,(X),92.2%,66.4%,(X),N,N,(X),67.8%,13.2%,(X),82.6%,30.4%,(X),72.1%,16.5%
,,(X),±1.6,±2.2,±2.1,±1.5,(X),±0.3,±0.4,±0.8,±0.5,±0.4,±0.5,±0.5,±0.5,±0.6,,(X),±0.6,±0.7,(X),±0.5,±0.8,(X),±2.0,±2.5,(X),±6.4,±10.6,(X),±2.1,±4.4,(X),N,N,(X),±4.6,±2.8,(X),±4.6,±4.8,(X),±2.2,±1.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"166,182","12,596","44,284","74,326","34,976","1,301,149","49,105","62,524","338,955","212,735","110,332","287,947","239,551","1,189,520","527,498",,"1,009,701","943,028","436,689","910,822","865,328","413,526","137,371","121,880","32,067","2,645","2,325",891,"60,384","53,856","38,782",N,N,N,"61,755","43,573","9,512","28,771","24,391","9,101","178,109","134,634","34,057"
,,"±1,259","±2,208","±4,001","±4,104","±3,066","±1,874","±3,405","±4,117","±10,152","±7,518","±5,705","±8,139","±7,145","±5,535","±8,415",,"±4,813","±5,438","±7,595","±1,024","±2,923","±6,945","±2,841","±3,347","±2,760",±769,±762,±471,"±1,356","±1,934","±2,161",N,N,N,"±4,562","±4,123","±1,930","±3,427","±3,187","±1,539",±888,"±3,843","±3,301"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),7.6%,26.6%,44.7%,21.0%,(X),3.8%,4.8%,26.1%,16.3%,8.5%,22.1%,18.4%,91.4%,40.5%,,(X),93.4%,43.2%,(X),95.0%,45.4%,(X),88.7%,23.3%,(X),87.9%,33.7%,(X),89.2%,64.2%,(X),N,N,(X),70.6%,15.4%,(X),84.8%,31.6%,(X),75.6%,19.1%
,,(X),±1.3,±2.4,±2.4,±1.8,(X),±0.3,±0.3,±0.8,±0.6,±0.4,±0.6,±0.5,±0.4,±0.6,,(X),±0.4,±0.8,(X),±0.3,±0.8,(X),±1.5,±2.0,(X),±9.3,±13.7,(X),±2.5,±3.2,(X),N,N,(X),±3.7,±3.1,(X),±3.5,±4.5,(X),±2.1,±1.8
Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"82,507","9,213","26,864","38,168","8,262","687,311","23,925","42,597","207,642","128,063","56,885","134,287","93,912","620,789","228,199",,"490,907","445,821","170,098","457,913","425,644","165,137","145,150","131,494","35,661","3,160","2,630",373,"25,875","24,432","17,058",N,N,N,"12,058","7,167","1,632","9,900","8,984","3,377","49,372","30,738","6,872"
,,±973,"±1,694","±2,347","±2,873","±1,810","±1,176","±2,941","±3,673","±7,103","±5,435","±3,431","±6,889","±4,752","±5,165","±6,986",,"±2,788","±4,278","±6,246",±567,"±3,305","±6,357","±1,740","±2,920","±2,870",±825,±852,±386,"±1,290","±1,368","±1,377",N,N,N,"±2,590","±1,350",±726,"±1,910","±1,805","±1,113",±440,"±2,639","±1,577"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),11.2%,32.6%,46.3%,10.0%,(X),3.5%,6.2%,30.2%,18.6%,8.3%,19.5%,13.7%,90.3%,33.2%,,(X),90.8%,34.6%,(X),93.0%,36.1%,(X),90.6%,24.6%,(X),83.2%,11.8%,(X),94.4%,65.9%,(X),N,N,(X),59.4%,13.5%,(X),90.7%,34.1%,(X),62.3%,13.9%
,,(X),±2.1,±2.8,±3.5,±2.2,(X),±0.4,±0.5,±1.0,±0.8,±0.5,±1.0,±0.7,±0.7,±1.0,,(X),±0.9,±1.3,(X),±0.7,±1.4,(X),±1.8,±1.9,(X),±11.5,±11.0,(X),±2.4,±4.0,(X),N,N,(X),±9.5,±5.6,(X),±4.3,±8.8,(X),±5.4,±3.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"41,205","5,615","15,862","16,667","3,061","325,736","11,488","24,067","98,750","61,608","23,579","62,719","43,525","290,181","106,244",,"235,060","209,770","78,721","217,904","199,724","77,310","65,526","59,498","15,684","1,368","1,190",306,"11,930","11,474","8,904",N,N,N,"6,448","3,516",915,"5,265","4,594","1,714","25,600","15,010","2,271"
,,±395,"±1,494","±1,989","±2,118","±1,021",±824,"±1,895","±2,658","±4,825","±3,950","±2,307","±3,836","±2,624","±3,351","±4,561",,"±1,849","±2,757","±3,656",±353,"±2,358","±3,618",±964,"±1,828","±2,101",±571,±523,±367,"±1,054","±1,076",±988,N,N,N,"±1,634",±922,±546,"±1,454","±1,341",±928,±325,"±1,540",±729
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),13.6%,38.5%,40.4%,7.4%,(X),3.5%,7.4%,30.3%,18.9%,7.2%,19.3%,13.4%,89.1%,32.6%,,(X),89.2%,33.5%,(X),91.7%,35.5%,(X),90.8%,23.9%,(X),87.0%,22.4%,(X),96.2%,74.6%,(X),N,N,(X),54.5%,14.2%,(X),87.3%,32.6%,(X),58.6%,8.9%
,,(X),±3.6,±4.8,±5.1,±2.5,(X),±0.6,±0.8,±1.5,±1.2,±0.7,±1.2,±0.8,±1.0,±1.4,,(X),±1.1,±1.6,(X),±1.1,±1.7,(X),±2.2,±3.2,(X),±10.6,±22.7,(X),±2.8,±5.3,(X),N,N,(X),±12.5,±8.1,(X),±6.3,±14.3,(X),±5.9,±2.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"41,302","3,598","11,002","21,501","5,201","361,575","12,437","18,530","108,892","66,455","33,306","71,568","50,387","330,608","121,955",,"255,847","236,051","91,377","240,009","225,920","87,827","79,624","71,996","19,977","1,792","1,440",67,"13,945","12,958","8,154",N,N,N,"5,610","3,651",717,"4,635","4,390","1,663","23,772","15,728","4,601"
,,±875,"±1,063","±1,810","±1,823","±1,222","±1,165","±1,906","±2,633","±5,053","±3,855","±2,928","±5,041","±3,801","±3,502","±4,804",,"±1,393","±2,542","±4,192",±330,"±2,045","±4,200","±1,164","±1,933","±2,186",±582,±662,±80,±574,±665,±720,N,N,N,"±1,286",±931,±410,"±1,052","±1,023",±648,±470,"±1,566","±1,284"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),8.7%,26.6%,52.1%,12.6%,(X),3.4%,5.1%,30.1%,18.4%,9.2%,19.8%,13.9%,91.4%,33.7%,,(X),92.3%,35.7%,(X),94.1%,36.6%,(X),90.4%,25.1%,(X),80.4%,3.7%,(X),92.9%,58.5%,(X),N,N,(X),65.1%,12.8%,(X),94.7%,35.9%,(X),66.2%,19.4%
,,(X),±2.6,±4.2,±4.4,±3.0,(X),±0.5,±0.7,±1.4,±1.1,±0.8,±1.4,±1.0,±0.9,±1.3,,(X),±1.0,±1.7,(X),±0.9,±1.8,(X),±2.3,±2.7,(X),±18.9,±4.5,(X),±2.8,±4.6,(X),N,N,(X),±12.6,±6.8,(X),±4.8,±10.0,(X),±6.5,±5.5
District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"72,703","3,199","19,034","33,665","16,805","505,145","16,459","24,709","79,881","65,745","16,922","129,825","171,604","463,977","301,429",,"230,095","225,924","205,529","204,162","203,173","188,000","220,748","190,880","62,020",N,N,N,"22,230","21,199","17,845",N,N,N,"17,430","12,079","5,907","13,127","12,380","9,829","50,141","40,499","26,064"
,,±346,"±1,029","±2,639","±2,684","±1,952",±346,"±3,025","±2,750","±5,475","±4,693","±2,616","±5,239","±5,315","±4,055","±5,612",,"±3,008","±2,739","±2,498",±404,±618,"±1,824","±2,689","±3,955","±4,756",N,N,N,"±1,041","±1,144","±1,387",N,N,N,"±3,117","±3,213","±1,802","±1,873","±1,726","±1,577",*****,"±2,200","±2,428"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),4.4%,26.2%,46.3%,23.1%,(X),3.3%,4.9%,15.8%,13.0%,3.3%,25.7%,34.0%,91.9%,59.7%,,(X),98.2%,89.3%,(X),99.5%,92.1%,(X),86.5%,28.1%,(X),N,N,(X),95.4%,80.3%,(X),N,N,(X),69.3%,33.9%,(X),94.3%,74.9%,(X),80.8%,52.0%
,,(X),±1.4,±3.6,±3.7,±2.7,(X),±0.6,±0.5,±1.1,±0.9,±0.5,±1.0,±1.1,±0.8,±1.1,,(X),±0.6,±1.0,(X),±0.2,±0.9,(X),±1.5,±2.1,(X),N,N,(X),±2.5,±5.2,(X),N,N,(X),±11.5,±9.3,(X),±3.8,±6.9,(X),±4.4,±4.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"32,626","2,193","9,479","12,984","7,970","236,952","8,124","13,386","36,627","26,972","8,169","62,428","81,246","215,442","143,674",,"116,370","114,422","104,463","102,907","102,724","95,244","96,165","80,302","25,043",N,N,N,"9,179","9,142","7,440",N,N,N,"9,019","5,823","3,216","5,490","5,024","3,512","25,515","19,997","13,606"
,,±104,±853,"±1,738","±1,612","±1,647",±457,"±1,698","±2,296","±3,195","±2,579","±2,008","±3,052","±3,329","±2,738","±3,752",,"±1,653","±1,540","±1,552",±245,±322,"±1,057","±1,342","±2,487","±2,855",N,N,N,±684,±692,±902,N,N,N,"±1,625","±1,638","±1,060","±1,248","±1,098",±848,*****,"±1,477","±1,647"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),6.7%,29.1%,39.8%,24.4%,(X),3.4%,5.6%,15.5%,11.4%,3.4%,26.3%,34.3%,90.9%,60.6%,,(X),98.3%,89.8%,(X),99.8%,92.6%,(X),83.5%,26.0%,(X),N,N,(X),99.6%,81.1%,(X),N,N,(X),64.6%,35.7%,(X),91.5%,64.0%,(X),78.4%,53.3%
,,(X),±2.6,±5.3,±4.9,±5.0,(X),±0.7,±1.0,±1.4,±1.1,±0.8,±1.3,±1.4,±1.1,±1.5,,(X),±0.8,±1.2,(X),±0.2,±1.0,(X),±2.5,±2.9,(X),N,N,(X),±0.7,±8.3,(X),N,N,(X),±12.9,±11.1,(X),±7.1,±11.8,(X),±5.8,±6.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"40,077","1,006","9,555","20,681","8,835","268,193","8,335","11,323","43,254","38,773","8,753","67,397","90,358","248,535","157,755",,"113,725","111,502","101,066","101,255","100,449","92,756","124,583","110,578","36,977",N,N,N,"13,051","12,057","10,405",N,N,N,"8,411","6,256","2,691","7,637","7,356","6,317","24,626","20,502","12,458"
,,±334,±492,"±1,830","±2,139","±1,553",±687,"±2,209","±1,817","±3,508","±3,824","±1,662","±3,695","±3,636","±2,562","±3,571",,"±1,927","±1,822","±1,834",±325,±495,"±1,536","±2,134","±2,537","±3,003",N,N,N,±807,±944,±992,N,N,N,"±1,972","±1,830","±1,096","±1,422","±1,337","±1,223",*****,"±1,282","±1,447"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),2.5%,23.8%,51.6%,22.0%,(X),3.1%,4.2%,16.1%,14.5%,3.3%,25.1%,33.7%,92.7%,58.8%,,(X),98.0%,88.9%,(X),99.2%,91.6%,(X),88.8%,29.7%,(X),N,N,(X),92.4%,79.7%,(X),N,N,(X),74.4%,32.0%,(X),96.3%,82.7%,(X),83.3%,50.6%
,,(X),±1.2,±4.5,±5.4,±3.9,(X),±0.8,±0.7,±1.3,±1.4,±0.6,±1.4,±1.3,±0.9,±1.3,,(X),±0.7,±1.5,(X),±0.4,±1.5,(X),±1.7,±2.3,(X),N,N,(X),±4.2,±5.4,(X),N,N,(X),±13.4,±12.2,(X),±3.5,±6.9,(X),±5.2,±5.9
Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1,761,280","252,646","565,965","755,137","187,532","15,484,502","712,764","1,081,871","4,396,122","3,001,381","1,538,727","2,982,643","1,770,994","13,689,867","4,753,637",,"12,023,439","10,796,441","3,909,036","8,887,273","8,276,671","3,067,971","2,216,463","1,868,604","427,964","41,021","33,344","9,796","441,665","385,087","223,348","9,935","8,026","3,308","468,004","350,824","92,218","283,975","247,541","87,967","3,773,205","3,002,212","969,573"
,,"±7,725","±9,547","±13,455","±14,840","±9,525","±8,439","±20,293","±21,909","±42,026","±33,642","±30,925","±35,477","±25,460","±30,404","±42,583",,"±20,687","±26,408","±40,044","±7,269","±15,089","±29,499","±13,501","±17,380","±14,798","±4,239","±3,661","±2,077","±5,191","±6,622","±7,116","±2,294","±2,181","±1,428","±15,672","±13,148","±7,705","±13,858","±12,915","±6,112","±3,725","±20,003","±24,246"
Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,,(X),14.3%,32.1%,42.9%,10.6%,(X),4.6%,7.0%,28.4%,19.4%,9.9%,19.3%,11.4%,88.4%,30.7%,,(X),89.8%,32.5%,(X),93.1%,34.5%,(X),84.3%,19.3%,(X),81.3%,23.9%,(X),87.2%,50.6%,(X),80.8%,33.3%,(X),75.0%,19.7%,(X),87.2%,31.0%,(X),79.6%,25.7%
,,(X),±0.5,±0.8,±0.8,±0.5,(X),±0.1,±0.1,±0.3,±0.2,±0.2,±0.2,±0.2,±0.2,±0.3,,(X),±0.2,±0.3,(X),±0.2,±0.3,(X),±0.6,±0.6,(X),±5.3,±4.4,(X),±1.2,±1.4,(X),±10.2,±10.4,(X),±1.8,±1.5,(X),±1.4,±1.7,(X),±0.5,±0.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"899,157","153,127","320,492","345,233","80,305","7,435,836","349,619","571,380","2,167,938","1,429,199","649,865","1,410,262","857,573","6,514,837","2,267,835",,"5,818,289","5,178,636","1,905,167","4,299,505","3,973,634","1,525,400","1,034,395","858,138","170,790","21,231","16,465","4,971","195,520","175,977","105,751","4,297","3,194",922,"228,878","167,244","42,566","133,226","115,183","37,668","1,830,278","1,435,434","432,336"
,,"±5,634","±7,104","±10,060","±10,175","±5,944","±6,928","±14,193","±16,065","±25,968","±22,189","±17,385","±18,137","±15,596","±21,065","±23,746",,"±11,599","±18,758","±25,006","±4,293","±10,403","±19,161","±8,650","±11,089","±8,258","±3,134","±2,753","±1,631","±3,333","±3,903","±4,572","±1,210","±1,038",±763,"±8,846","±8,034","±4,320","±9,505","±8,782","±3,921","±3,083","±13,779","±14,618"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(X),17.0%,35.6%,38.4%,8.9%,(X),4.7%,7.7%,29.2%,19.2%,8.7%,19.0%,11.5%,87.6%,30.5%,,(X),89.0%,32.7%,(X),92.4%,35.5%,(X),83.0%,16.5%,(X),77.6%,23.4%,(X),90.0%,54.1%,(X),74.3%,21.5%,(X),73.1%,18.6%,(X),86.5%,28.3%,(X),78.4%,23.6%
,,(X),±0.8,±1.1,±1.1,±0.7,(X),±0.2,±0.2,±0.3,±0.3,±0.2,±0.2,±0.2,±0.3,±0.3,,(X),±0.3,±0.4,(X),±0.2,±0.4,(X),±0.8,±0.8,(X),±6.4,±6.3,(X),±1.3,±2.3,(X),±15.0,±15.3,(X),±2.2,±1.7,(X),±2.0,±2.4,(X),±0.8,±0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
